epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,2143.6,0.87894,1.05834,1.29797,0.5919,0.70227,0.68267,0.50998,0.95752,1.45407,1.42693,0.000600902,0.000600902,0.000600902
18,2252.43,0.89136,1.08705,1.315,0.72538,0.66247,0.73713,0.55578,0.93411,1.08353,1.41029,0.000593834,0.000593834,0.000593834
19,2342.28,0.88649,1.04575,1.30588,0.69236,0.60727,0.66492,0.51083,0.88898,1.43589,1.36565,0.000586765,0.000586765,0.000586765
20,2422.66,0.87391,1.03091,1.29718,0.73088,0.72135,0.75906,0.56631,0.96049,1.08904,1.40114,0.000579697,0.000579697,0.000579697
21,2517.82,0.86633,0.98139,1.28288,0.74729,0.72909,0.78524,0.60649,0.92147,1.04361,1.35829,0.000572628,0.000572628,0.000572628
22,2623.48,0.83627,0.9298,1.26389,0.69025,0.69542,0.73111,0.55788,0.95589,1.09084,1.41237,0.000565559,0.000565559,0.000565559
23,2741.43,0.84607,0.93041,1.27511,0.80885,0.6977,0.79955,0.60456,0.93344,0.93307,1.42532,0.000558491,0.000558491,0.000558491
24,2829.11,0.85115,0.95859,1.27377,0.70394,0.74513,0.78826,0.59507,0.91424,1.03018,1.39969,0.000551422,0.000551422,0.000551422
25,2953.67,0.83211,0.9165,1.27512,0.65945,0.74024,0.7639,0.57982,0.91195,1.07282,1.39894,0.000544354,0.000544354,0.000544354
26,3100.03,0.8184,0.94351,1.25594,0.75103,0.69186,0.76124,0.58122,0.90863,1.05035,1.37305,0.000537285,0.000537285,0.000537285
27,3197.42,0.8016,0.87239,1.25128,0.69646,0.70929,0.75781,0.58122,0.87928,1.11684,1.36738,0.000530216,0.000530216,0.000530216
28,3297.5,0.79923,0.89835,1.2441,0.74181,0.72094,0.78903,0.60619,0.92268,0.93874,1.38466,0.000523148,0.000523148,0.000523148
29,3378.81,0.81018,0.85639,1.25542,0.75582,0.74114,0.77148,0.59431,0.8636,0.97121,1.33738,0.000516079,0.000516079,0.000516079
30,3521.95,0.79321,0.82718,1.23869,0.78695,0.71376,0.79918,0.61574,0.88173,0.95708,1.35426,0.000509011,0.000509011,0.000509011
31,3645.12,0.79567,0.83751,1.23929,0.69751,0.71492,0.76346,0.58408,0.87654,1.03151,1.33921,0.000501942,0.000501942,0.000501942
32,3796.81,0.79275,0.84377,1.24403,0.66323,0.69046,0.74109,0.57841,0.89131,1.15214,1.36712,0.000494873,0.000494873,0.000494873
33,3939.64,0.79234,0.84037,1.2452,0.76963,0.75587,0.82926,0.63827,0.86475,0.91057,1.33969,0.000487805,0.000487805,0.000487805
34,4108.84,0.77386,0.75544,1.22486,0.79386,0.75847,0.8195,0.63517,0.86685,0.88405,1.36466,0.000480736,0.000480736,0.000480736
35,4222.85,0.76232,0.78578,1.21593,0.76842,0.73676,0.81124,0.62573,0.86929,0.93614,1.35327,0.000473668,0.000473668,0.000473668
36,4292.57,0.75772,0.76703,1.20947,0.70819,0.75437,0.78916,0.61402,0.87474,0.90734,1.35792,0.000466599,0.000466599,0.000466599
37,4434.76,0.74162,0.72629,1.18103,0.80573,0.75335,0.82829,0.6473,0.86066,0.84566,1.34687,0.00045953,0.00045953,0.00045953
38,4603.67,0.75074,0.74793,1.20546,0.7583,0.74937,0.7959,0.61701,0.90607,0.93759,1.38085,0.000452462,0.000452462,0.000452462
39,4685.86,0.7458,0.72151,1.20008,0.79922,0.74416,0.84014,0.65291,0.86822,0.87806,1.35412,0.000445393,0.000445393,0.000445393
40,4734.59,0.73379,0.72208,1.18945,0.77029,0.77111,0.82847,0.6351,0.90467,0.91064,1.38069,0.000438325,0.000438325,0.000438325
41,4807.97,0.74811,0.74887,1.20377,0.72157,0.74598,0.79896,0.62235,0.86879,1.00382,1.33564,0.000431256,0.000431256,0.000431256
42,4906.7,0.73981,0.71947,1.19717,0.80295,0.80846,0.85594,0.66591,0.871,0.75429,1.35192,0.000424187,0.000424187,0.000424187
43,4984.01,0.71395,0.68702,1.17573,0.78684,0.77047,0.83307,0.64315,0.85933,0.89488,1.35336,0.000417119,0.000417119,0.000417119
44,5055.26,0.71539,0.67453,1.15483,0.76063,0.75469,0.81614,0.63967,0.84992,0.89083,1.34346,0.00041005,0.00041005,0.00041005
45,5134.52,0.7157,0.69055,1.18473,0.79588,0.73994,0.80899,0.62711,0.85595,0.95177,1.3486,0.000402982,0.000402982,0.000402982
46,5235.26,0.69391,0.64586,1.16861,0.81095,0.75476,0.8275,0.65238,0.84944,0.91148,1.32242,0.000395913,0.000395913,0.000395913
47,5317.02,0.70323,0.675,1.16545,0.7626,0.78929,0.81782,0.63834,0.86088,0.84693,1.35998,0.000388844,0.000388844,0.000388844
48,5391.83,0.70124,0.64403,1.16507,0.765,0.82362,0.85834,0.66149,0.8478,0.77283,1.33761,0.000381776,0.000381776,0.000381776
49,5456.85,0.6756,0.61934,1.14665,0.79187,0.7582,0.82051,0.63641,0.84383,0.83423,1.33457,0.000374707,0.000374707,0.000374707
50,5577.08,0.69616,0.60273,1.14817,0.78921,0.75811,0.82635,0.64879,0.85217,0.80604,1.34699,0.000367639,0.000367639,0.000367639
51,5619.46,0.66203,0.60513,1.13786,0.772,0.82079,0.83711,0.64572,0.86249,0.73449,1.36454,0.00036057,0.00036057,0.00036057
52,5693.88,0.66206,0.59229,1.14137,0.84274,0.75892,0.85216,0.67524,0.84551,0.74881,1.34749,0.000353501,0.000353501,0.000353501
53,5743.58,0.65304,0.59008,1.12433,0.8293,0.79228,0.86704,0.67488,0.82828,0.72136,1.32829,0.000346433,0.000346433,0.000346433
54,5806.94,0.6428,0.56784,1.12287,0.81994,0.77584,0.85194,0.6731,0.83981,0.76145,1.33837,0.000339364,0.000339364,0.000339364
55,5867.81,0.66775,0.5998,1.15097,0.79176,0.8209,0.85867,0.68429,0.8195,0.7032,1.33203,0.000332296,0.000332296,0.000332296
56,5898.69,0.6518,0.59759,1.13314,0.82432,0.7875,0.8412,0.664,0.82305,0.78158,1.32656,0.000325227,0.000325227,0.000325227
57,5934.36,0.64788,0.59645,1.13693,0.84356,0.82194,0.85946,0.68461,0.81276,0.67783,1.33702,0.000318158,0.000318158,0.000318158
58,5993.69,0.63724,0.56076,1.11599,0.79764,0.75779,0.82976,0.65046,0.83993,0.85505,1.32183,0.00031109,0.00031109,0.00031109
59,6019.06,0.62638,0.5499,1.10361,0.81097,0.83155,0.86688,0.68071,0.81594,0.66692,1.33114,0.000304021,0.000304021,0.000304021
60,6036.13,0.61807,0.52983,1.10867,0.85296,0.81424,0.87408,0.6892,0.81656,0.66842,1.34399,0.000296953,0.000296953,0.000296953
61,6058.83,0.63298,0.55203,1.12361,0.88192,0.77177,0.86648,0.68257,0.84603,0.70523,1.33508,0.000289884,0.000289884,0.000289884
62,6087.78,0.61824,0.54009,1.11371,0.83369,0.80825,0.8659,0.68564,0.82539,0.67308,1.3547,0.000282815,0.000282815,0.000282815
63,6116.52,0.61674,0.50708,1.10546,0.87485,0.82746,0.88063,0.705,0.81393,0.62584,1.34479,0.000275747,0.000275747,0.000275747
64,6137.35,0.60567,0.50532,1.09646,0.8376,0.78955,0.86709,0.6817,0.83368,0.71854,1.35652,0.000268678,0.000268678,0.000268678
65,6161.04,0.59089,0.49442,1.09157,0.85902,0.79049,0.87682,0.69354,0.82485,0.6898,1.37058,0.00026161,0.00026161,0.00026161
66,6183.42,0.60459,0.49957,1.09824,0.8243,0.80761,0.86431,0.68353,0.81743,0.69349,1.36692,0.000254541,0.000254541,0.000254541
67,6212.88,0.60597,0.49267,1.09778,0.83501,0.79562,0.8692,0.69295,0.81591,0.68983,1.35743,0.000247472,0.000247472,0.000247472
68,6229.8,0.58954,0.48646,1.08374,0.83879,0.76848,0.85305,0.68056,0.80759,0.74575,1.32697,0.000240404,0.000240404,0.000240404
69,6253.21,0.59332,0.4854,1.08418,0.83399,0.7949,0.86403,0.68584,0.83476,0.68275,1.36286,0.000233335,0.000233335,0.000233335
70,6281.48,0.59132,0.4796,1.08334,0.82353,0.7982,0.85727,0.68347,0.80276,0.71429,1.33467,0.000226267,0.000226267,0.000226267
71,6315.44,0.58112,0.45943,1.07892,0.8477,0.79568,0.85872,0.68042,0.82863,0.70631,1.34751,0.000219198,0.000219198,0.000219198
72,6348.3,0.5877,0.46522,1.08967,0.85736,0.80766,0.87451,0.7064,0.80694,0.64282,1.34681,0.000212129,0.000212129,0.000212129
73,6408.36,0.58596,0.46396,1.08502,0.79989,0.82709,0.86468,0.68741,0.82882,0.71036,1.35994,0.000205061,0.000205061,0.000205061
74,6441.97,0.56843,0.44497,1.06795,0.87025,0.80106,0.86587,0.69006,0.82261,0.70267,1.34784,0.000197992,0.000197992,0.000197992
75,6470.48,0.56197,0.43714,1.06445,0.83126,0.82874,0.87479,0.7036,0.80214,0.64917,1.31663,0.000190924,0.000190924,0.000190924
76,6486.36,0.54884,0.4309,1.05402,0.83733,0.83612,0.86659,0.69267,0.80232,0.64255,1.32129,0.000183855,0.000183855,0.000183855
77,6511.8,0.55947,0.45355,1.06734,0.82606,0.81942,0.87129,0.70131,0.81042,0.71859,1.33374,0.000176786,0.000176786,0.000176786
78,6556.79,0.56743,0.43879,1.07501,0.87635,0.79511,0.86907,0.69252,0.82786,0.73701,1.36652,0.000169718,0.000169718,0.000169718
79,6608.25,0.53337,0.4249,1.04991,0.84218,0.82602,0.87459,0.70013,0.80737,0.72171,1.36138,0.000162649,0.000162649,0.000162649
80,6644.48,0.53865,0.40943,1.05853,0.82913,0.82381,0.8756,0.70296,0.81216,0.67787,1.36835,0.000155581,0.000155581,0.000155581
81,6681.47,0.52866,0.41378,1.05212,0.84945,0.82013,0.87915,0.70556,0.82816,0.70878,1.37181,0.000148512,0.000148512,0.000148512
82,6706.86,0.53478,0.41044,1.05056,0.82651,0.80459,0.86238,0.69299,0.82019,0.71631,1.36979,0.000141443,0.000141443,0.000141443
83,6733.98,0.52947,0.39699,1.05015,0.90448,0.79039,0.87717,0.70611,0.81805,0.68029,1.35646,0.000134375,0.000134375,0.000134375
84,6764.86,0.51272,0.39964,1.03959,0.89346,0.79634,0.881,0.71139,0.81628,0.65081,1.37801,0.000127306,0.000127306,0.000127306
85,6786.94,0.51832,0.39091,1.03244,0.86085,0.82149,0.87679,0.70525,0.81291,0.66703,1.35874,0.000120238,0.000120238,0.000120238
86,6811.5,0.51427,0.39053,1.03434,0.89723,0.8051,0.88113,0.71098,0.81123,0.65281,1.3715,0.000113169,0.000113169,0.000113169
87,6848.38,0.50812,0.36953,1.03655,0.86669,0.82648,0.88259,0.70623,0.81915,0.68018,1.38114,0.0001061,0.0001061,0.0001061
88,6864.76,0.50323,0.37264,1.03195,0.89769,0.81554,0.88291,0.70732,0.82082,0.66383,1.38266,9.90318e-05,9.90318e-05,9.90318e-05
89,6897.91,0.50472,0.38177,1.02765,0.85915,0.83604,0.87449,0.70403,0.81759,0.65729,1.37388,9.19632e-05,9.19632e-05,9.19632e-05
90,6923.34,0.50665,0.38381,1.03258,0.86984,0.81841,0.87868,0.70797,0.81618,0.64456,1.37159,8.48946e-05,8.48946e-05,8.48946e-05
91,6977.01,0.41337,0.282,0.94869,0.85875,0.82373,0.8827,0.70625,0.81169,0.63796,1.38981,7.7826e-05,7.7826e-05,7.7826e-05
92,6994.94,0.39809,0.25771,0.93793,0.88545,0.7978,0.87553,0.70447,0.81122,0.63524,1.38113,7.07574e-05,7.07574e-05,7.07574e-05
93,7025.88,0.39383,0.26089,0.93834,0.85903,0.81468,0.87527,0.70205,0.80864,0.64729,1.38573,6.36888e-05,6.36888e-05,6.36888e-05
94,7050.77,0.39609,0.26113,0.93804,0.85942,0.81304,0.8754,0.70238,0.80951,0.66284,1.38169,5.66202e-05,5.66202e-05,5.66202e-05
95,7092.64,0.38204,0.24343,0.92528,0.87923,0.80988,0.88225,0.70528,0.82587,0.62281,1.4011,4.95516e-05,4.95516e-05,4.95516e-05
96,7109.41,0.36961,0.24579,0.92675,0.89187,0.81572,0.88736,0.71107,0.81615,0.63231,1.41024,4.2483e-05,4.2483e-05,4.2483e-05
97,7132.81,0.37671,0.24938,0.9263,0.90391,0.78964,0.88225,0.70726,0.80579,0.63378,1.3947,3.54144e-05,3.54144e-05,3.54144e-05
98,7163.25,0.37241,0.2341,0.92185,0.88916,0.81162,0.88077,0.70877,0.80793,0.64298,1.39994,2.83458e-05,2.83458e-05,2.83458e-05
99,7195.4,0.36637,0.23639,0.92044,0.88746,0.82042,0.88819,0.70991,0.8124,0.64363,1.4108,2.12772e-05,2.12772e-05,2.12772e-05
100,7229.78,0.3604,0.23536,0.91686,0.8834,0.82907,0.88807,0.71013,0.81541,0.63858,1.41169,1.42086e-05,1.42086e-05,1.42086e-05
